hiddenLN : [1, 2, 4, 8]
hiddenNN : [8, 16, 32, 64]
epochN : [200, 400]
minibatchSize : [16, 32]
eta : [[1, 1.0], [1, 1.0], [10, 1.0], [10, 1.0], [None, 1.0], [None, 1.0], [1, 10.0], [1, 0.1], [10, 10.0], [10, 0.1], [None, 10.0], [None, 0.1], [1, 100.0], [1, 0.01], [10, 100.0], [10, 0.01], [None, 100.0], [None, 0.01], [1, 1000.0], [1, 0.001], [10, 1000.0], [10, 0.001], [None, 1000.0], [None, 0.001]]
lmbd : [0.1   0.001]
alpha : [0.1  0.01]
activationFunction : [<function sigmoid at 0x00000205B6F8B5E8>, <function ReLU_leaky at 0x00000205B86691F8>]
outputFunction : [<function linearActivation at 0x00000205B8669288>]
#repetitions : 1
datafraction : 0.1
-0.0014200881330272974---epochN:200, minibatchSize:16, eta:[1, 1.0], lmbd:0.1, alpha:0.1, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
nan---epochN:200, minibatchSize:16, eta:[1, 0.001], lmbd:0.1, alpha:0.1, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
-4.545047791020467---epochN:200, minibatchSize:16, eta:[1, 0.001], lmbd:0.1, alpha:0.01, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
0.06434349174867882---epochN:200, minibatchSize:16, eta:[1, 0.001], lmbd:0.1, alpha:0.01, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
-0.0980783175144535---epochN:200, minibatchSize:16, eta:[1, 0.001], lmbd:0.001, alpha:0.1, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
nan---epochN:200, minibatchSize:16, eta:[1, 0.001], lmbd:0.001, alpha:0.1, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
-5.243588918441594---epochN:200, minibatchSize:16, eta:[1, 0.001], lmbd:0.001, alpha:0.01, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
-0.01234914748825755---epochN:200, minibatchSize:16, eta:[1, 0.001], lmbd:0.001, alpha:0.01, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
0.5262089500267342---epochN:200, minibatchSize:16, eta:[10, 1000.0], lmbd:0.1, alpha:0.1, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
0.03317004918970756---epochN:200, minibatchSize:16, eta:[10, 1000.0], lmbd:0.1, alpha:0.1, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
0.1978919440219722---epochN:200, minibatchSize:16, eta:[10, 1000.0], lmbd:0.1, alpha:0.01, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
-0.5293099841782885---epochN:200, minibatchSize:16, eta:[10, 1000.0], lmbd:0.1, alpha:0.01, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
0.6646170340279531---epochN:200, minibatchSize:16, eta:[10, 1000.0], lmbd:0.001, alpha:0.1, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
0.15783023576259547---epochN:200, minibatchSize:16, eta:[10, 1000.0], lmbd:0.001, alpha:0.1, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
0.09991979687726893---epochN:200, minibatchSize:16, eta:[10, 1000.0], lmbd:0.001, alpha:0.01, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
-0.48459199620873417---epochN:200, minibatchSize:16, eta:[10, 1000.0], lmbd:0.001, alpha:0.01, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
-2.1533316610592565e+50---epochN:200, minibatchSize:16, eta:[10, 0.001], lmbd:0.1, alpha:0.1, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
nan---epochN:200, minibatchSize:16, eta:[10, 0.001], lmbd:0.1, alpha:0.1, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
-71.24357764790358---epochN:200, minibatchSize:16, eta:[10, 0.001], lmbd:0.1, alpha:0.01, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
-2.495436622717186---epochN:200, minibatchSize:16, eta:[10, 0.001], lmbd:0.1, alpha:0.01, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
-5.538421691572261e+44---epochN:200, minibatchSize:16, eta:[10, 0.001], lmbd:0.001, alpha:0.1, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
nan---epochN:200, minibatchSize:16, eta:[10, 0.001], lmbd:0.001, alpha:0.1, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
-0.06072466123997211---epochN:200, minibatchSize:16, eta:[10, 0.001], lmbd:0.001, alpha:0.01, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
-5.502772754887948---epochN:200, minibatchSize:16, eta:[10, 0.001], lmbd:0.001, alpha:0.01, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
nan---epochN:200, minibatchSize:16, eta:[None, 1000.0], lmbd:0.1, alpha:0.1, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
nan---epochN:200, minibatchSize:16, eta:[None, 1000.0], lmbd:0.1, alpha:0.1, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
nan---epochN:200, minibatchSize:16, eta:[None, 1000.0], lmbd:0.1, alpha:0.01, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
nan---epochN:200, minibatchSize:16, eta:[None, 1000.0], lmbd:0.1, alpha:0.01, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
nan---epochN:200, minibatchSize:16, eta:[None, 1000.0], lmbd:0.001, alpha:0.1, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
nan---epochN:200, minibatchSize:16, eta:[None, 1000.0], lmbd:0.001, alpha:0.1, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
nan---epochN:200, minibatchSize:16, eta:[None, 1000.0], lmbd:0.001, alpha:0.01, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
nan---epochN:200, minibatchSize:16, eta:[None, 1000.0], lmbd:0.001, alpha:0.01, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
0.37506983195648325---epochN:200, minibatchSize:16, eta:[None, 0.001], lmbd:0.1, alpha:0.1, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
0.07880172217580783---epochN:200, minibatchSize:16, eta:[None, 0.001], lmbd:0.1, alpha:0.1, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
-0.0533556097888388---epochN:200, minibatchSize:16, eta:[None, 0.001], lmbd:0.1, alpha:0.01, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
-1.299055582249557---epochN:200, minibatchSize:16, eta:[None, 0.001], lmbd:0.1, alpha:0.01, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
0.4848708615211945---epochN:200, minibatchSize:16, eta:[None, 0.001], lmbd:0.001, alpha:0.1, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
-0.03073284649846575---epochN:200, minibatchSize:16, eta:[None, 0.001], lmbd:0.001, alpha:0.1, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
0.03902021718454851---epochN:200, minibatchSize:16, eta:[None, 0.001], lmbd:0.001, alpha:0.01, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
-2.1997442776017877---epochN:200, minibatchSize:16, eta:[None, 0.001], lmbd:0.001, alpha:0.01, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
-0.0035701893082917824---epochN:200, minibatchSize:32, eta:[1, 1.0], lmbd:0.1, alpha:0.1, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
0.35441853230825926---epochN:200, minibatchSize:32, eta:[1, 1.0], lmbd:0.1, alpha:0.1, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
0.2595614493137349---epochN:200, minibatchSize:32, eta:[1, 1.0], lmbd:0.1, alpha:0.01, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
-0.656344212368734---epochN:200, minibatchSize:32, eta:[1, 1.0], lmbd:0.1, alpha:0.01, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
-0.004032137599596641---epochN:200, minibatchSize:32, eta:[1, 1.0], lmbd:0.001, alpha:0.1, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
0.23616755304712755---epochN:200, minibatchSize:32, eta:[1, 1.0], lmbd:0.001, alpha:0.1, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
0.3174847774785573---epochN:200, minibatchSize:32, eta:[1, 1.0], lmbd:0.001, alpha:0.01, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
-0.8001266589005578---epochN:200, minibatchSize:32, eta:[1, 1.0], lmbd:0.001, alpha:0.01, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
-0.1897060138318596---epochN:200, minibatchSize:32, eta:[1, 1.0], lmbd:0.1, alpha:0.1, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
0.2437599673794425---epochN:200, minibatchSize:32, eta:[1, 1.0], lmbd:0.1, alpha:0.1, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
0.26117603088754726---epochN:200, minibatchSize:32, eta:[1, 1.0], lmbd:0.1, alpha:0.01, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
-0.598164915770631---epochN:200, minibatchSize:32, eta:[1, 1.0], lmbd:0.1, alpha:0.01, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
-0.03857992314136083---epochN:200, minibatchSize:32, eta:[1, 1.0], lmbd:0.001, alpha:0.1, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
0.1980053023204058---epochN:200, minibatchSize:32, eta:[1, 1.0], lmbd:0.001, alpha:0.1, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
0.2890149720623375---epochN:200, minibatchSize:32, eta:[1, 1.0], lmbd:0.001, alpha:0.01, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
-0.2829836505223269---epochN:200, minibatchSize:32, eta:[1, 1.0], lmbd:0.001, alpha:0.01, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
-9.77467953006324e+120---epochN:200, minibatchSize:32, eta:[10, 1.0], lmbd:0.1, alpha:0.1, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
nan---epochN:200, minibatchSize:32, eta:[10, 1.0], lmbd:0.1, alpha:0.1, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
-0.0013328127579852467---epochN:200, minibatchSize:32, eta:[10, 1.0], lmbd:0.1, alpha:0.01, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
0.0019888212938169447---epochN:200, minibatchSize:32, eta:[10, 1.0], lmbd:0.1, alpha:0.01, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
-2.4601461164347773e+116---epochN:200, minibatchSize:32, eta:[10, 1.0], lmbd:0.001, alpha:0.1, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
nan---epochN:200, minibatchSize:32, eta:[10, 1.0], lmbd:0.001, alpha:0.1, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
-0.0001485612469280806---epochN:200, minibatchSize:32, eta:[10, 1.0], lmbd:0.001, alpha:0.01, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
-0.05928549552414153---epochN:200, minibatchSize:32, eta:[10, 1.0], lmbd:0.001, alpha:0.01, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
-1.008314936699374e+121---epochN:200, minibatchSize:32, eta:[10, 1.0], lmbd:0.1, alpha:0.1, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
nan---epochN:200, minibatchSize:32, eta:[10, 1.0], lmbd:0.1, alpha:0.1, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
-0.07490271819248884---epochN:200, minibatchSize:32, eta:[10, 1.0], lmbd:0.1, alpha:0.01, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
-0.031359774834906595---epochN:200, minibatchSize:32, eta:[10, 1.0], lmbd:0.1, alpha:0.01, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
-4.01566356938938e+115---epochN:200, minibatchSize:32, eta:[10, 1.0], lmbd:0.001, alpha:0.1, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
nan---epochN:200, minibatchSize:32, eta:[10, 1.0], lmbd:0.001, alpha:0.1, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
-0.012595314665872603---epochN:200, minibatchSize:32, eta:[10, 1.0], lmbd:0.001, alpha:0.01, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
-0.1562871044763603---epochN:200, minibatchSize:32, eta:[10, 1.0], lmbd:0.001, alpha:0.01, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
nan---epochN:200, minibatchSize:32, eta:[None, 1.0], lmbd:0.1, alpha:0.1, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
nan---epochN:200, minibatchSize:32, eta:[None, 1.0], lmbd:0.1, alpha:0.1, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
nan---epochN:200, minibatchSize:32, eta:[None, 1.0], lmbd:0.1, alpha:0.01, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
-0.03806591448158225---epochN:200, minibatchSize:32, eta:[None, 1.0], lmbd:0.1, alpha:0.01, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
nan---epochN:200, minibatchSize:32, eta:[None, 1.0], lmbd:0.001, alpha:0.1, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
nan---epochN:200, minibatchSize:32, eta:[None, 1.0], lmbd:0.001, alpha:0.1, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
nan---epochN:200, minibatchSize:32, eta:[None, 1.0], lmbd:0.001, alpha:0.01, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
0.6235400851394952---epochN:200, minibatchSize:32, eta:[None, 1.0], lmbd:0.001, alpha:0.01, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
nan---epochN:200, minibatchSize:32, eta:[None, 1.0], lmbd:0.1, alpha:0.1, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
nan---epochN:200, minibatchSize:32, eta:[None, 1.0], lmbd:0.1, alpha:0.1, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
nan---epochN:200, minibatchSize:32, eta:[None, 1.0], lmbd:0.1, alpha:0.01, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
-0.015180678371346401---epochN:200, minibatchSize:32, eta:[None, 1.0], lmbd:0.1, alpha:0.01, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
nan---epochN:200, minibatchSize:32, eta:[None, 1.0], lmbd:0.001, alpha:0.1, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
nan---epochN:200, minibatchSize:32, eta:[None, 1.0], lmbd:0.001, alpha:0.1, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
nan---epochN:200, minibatchSize:32, eta:[None, 1.0], lmbd:0.001, alpha:0.01, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
0.6061103203452592---epochN:200, minibatchSize:32, eta:[None, 1.0], lmbd:0.001, alpha:0.01, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
0.6353269333298184---epochN:200, minibatchSize:32, eta:[1, 10.0], lmbd:0.1, alpha:0.1, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
0.09594061146244948---epochN:200, minibatchSize:32, eta:[1, 10.0], lmbd:0.1, alpha:0.1, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
0.06696306080078984---epochN:200, minibatchSize:32, eta:[1, 10.0], lmbd:0.1, alpha:0.01, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
-0.9993773609828105---epochN:200, minibatchSize:32, eta:[1, 10.0], lmbd:0.1, alpha:0.01, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
0.43181754060621413---epochN:200, minibatchSize:32, eta:[1, 10.0], lmbd:0.001, alpha:0.1, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
-0.0031423289718508496---epochN:200, minibatchSize:32, eta:[1, 10.0], lmbd:0.001, alpha:0.1, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
0.11717207774963567---epochN:200, minibatchSize:32, eta:[1, 10.0], lmbd:0.001, alpha:0.01, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
-0.6151203270834573---epochN:200, minibatchSize:32, eta:[1, 10.0], lmbd:0.001, alpha:0.01, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
-0.007769150380108947---epochN:200, minibatchSize:32, eta:[1, 0.1], lmbd:0.1, alpha:0.1, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
-0.3162272878600181---epochN:200, minibatchSize:32, eta:[1, 0.1], lmbd:0.1, alpha:0.1, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
-0.043726784236258975---epochN:200, minibatchSize:32, eta:[1, 0.1], lmbd:0.1, alpha:0.01, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
-0.26447312279441615---epochN:200, minibatchSize:32, eta:[1, 0.1], lmbd:0.1, alpha:0.01, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
-0.15626504266696473---epochN:200, minibatchSize:32, eta:[1, 0.1], lmbd:0.001, alpha:0.1, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
0.16388256360966746---epochN:200, minibatchSize:32, eta:[1, 0.1], lmbd:0.001, alpha:0.1, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
-0.1723013000053344---epochN:200, minibatchSize:32, eta:[1, 0.1], lmbd:0.001, alpha:0.01, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
-0.2403266631864882---epochN:200, minibatchSize:32, eta:[1, 0.1], lmbd:0.001, alpha:0.01, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
-8.794970925167927e+108---epochN:200, minibatchSize:32, eta:[10, 10.0], lmbd:0.1, alpha:0.1, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
nan---epochN:200, minibatchSize:32, eta:[10, 10.0], lmbd:0.1, alpha:0.1, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
-0.0001320913708957594---epochN:200, minibatchSize:32, eta:[10, 10.0], lmbd:0.1, alpha:0.01, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
0.0004942949140684938---epochN:200, minibatchSize:32, eta:[10, 10.0], lmbd:0.1, alpha:0.01, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
-7.24607883654712e+104---epochN:200, minibatchSize:32, eta:[10, 10.0], lmbd:0.001, alpha:0.1, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
0.46891847027767086---epochN:200, minibatchSize:32, eta:[10, 10.0], lmbd:0.001, alpha:0.1, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
-0.010157250648308525---epochN:200, minibatchSize:32, eta:[10, 10.0], lmbd:0.001, alpha:0.01, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
-0.10304039239732377---epochN:200, minibatchSize:32, eta:[10, 10.0], lmbd:0.001, alpha:0.01, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
-9.294628104775993e+121---epochN:200, minibatchSize:32, eta:[10, 0.1], lmbd:0.1, alpha:0.1, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
nan---epochN:200, minibatchSize:32, eta:[10, 0.1], lmbd:0.1, alpha:0.1, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
-8.903036893048721e-06---epochN:200, minibatchSize:32, eta:[10, 0.1], lmbd:0.1, alpha:0.01, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
-0.14420855272575284---epochN:200, minibatchSize:32, eta:[10, 0.1], lmbd:0.1, alpha:0.01, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
-4.9072478785126954e+119---epochN:200, minibatchSize:32, eta:[10, 0.1], lmbd:0.001, alpha:0.1, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
nan---epochN:200, minibatchSize:32, eta:[10, 0.1], lmbd:0.001, alpha:0.1, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
-0.05936378640170781---epochN:200, minibatchSize:32, eta:[10, 0.1], lmbd:0.001, alpha:0.01, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
-0.0024004644354373994---epochN:200, minibatchSize:32, eta:[10, 0.1], lmbd:0.001, alpha:0.01, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
nan---epochN:200, minibatchSize:32, eta:[None, 10.0], lmbd:0.1, alpha:0.1, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
nan---epochN:200, minibatchSize:32, eta:[None, 10.0], lmbd:0.1, alpha:0.1, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
nan---epochN:200, minibatchSize:32, eta:[None, 10.0], lmbd:0.1, alpha:0.01, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
nan---epochN:200, minibatchSize:32, eta:[None, 10.0], lmbd:0.1, alpha:0.01, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
nan---epochN:200, minibatchSize:32, eta:[None, 10.0], lmbd:0.001, alpha:0.1, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
nan---epochN:200, minibatchSize:32, eta:[None, 10.0], lmbd:0.001, alpha:0.1, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
nan---epochN:200, minibatchSize:32, eta:[None, 10.0], lmbd:0.001, alpha:0.01, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
nan---epochN:200, minibatchSize:32, eta:[None, 10.0], lmbd:0.001, alpha:0.01, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
nan---epochN:200, minibatchSize:32, eta:[None, 0.1], lmbd:0.1, alpha:0.1, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
0.46790849378439614---epochN:200, minibatchSize:32, eta:[None, 0.1], lmbd:0.1, alpha:0.1, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
0.6322119903707857---epochN:200, minibatchSize:32, eta:[None, 0.1], lmbd:0.1, alpha:0.01, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
-0.16014961750003076---epochN:200, minibatchSize:32, eta:[None, 0.1], lmbd:0.1, alpha:0.01, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
nan---epochN:200, minibatchSize:32, eta:[None, 0.1], lmbd:0.001, alpha:0.1, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
0.7466945953937196---epochN:200, minibatchSize:32, eta:[None, 0.1], lmbd:0.001, alpha:0.1, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
0.6762236347522667---epochN:200, minibatchSize:32, eta:[None, 0.1], lmbd:0.001, alpha:0.01, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
-0.1421067243068146---epochN:200, minibatchSize:32, eta:[None, 0.1], lmbd:0.001, alpha:0.01, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
0.46405897186798395---epochN:200, minibatchSize:32, eta:[1, 100.0], lmbd:0.1, alpha:0.1, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
0.17658346299285166---epochN:200, minibatchSize:32, eta:[1, 100.0], lmbd:0.1, alpha:0.1, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
0.10641092195295943---epochN:200, minibatchSize:32, eta:[1, 100.0], lmbd:0.1, alpha:0.01, activFunct:sigmoid, outFunc:linearActivation, layers:1, nodes:32
-1.6657932315946247---epochN:200, minibatchSize:32, eta:[1, 100.0], lmbd:0.1, alpha:0.01, activFunct:ReLU_leaky, outFunc:linearActivation, layers:1, nodes:32
